MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1915654,Nrn1,neuritin 1,13,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,IMP,,J:243431 
MGI:1096391,Nrxn1,neurexin I,17,,positive regulation of excitatory postsynaptic potential,,,IDA,,J:175147 
MGI:1096391,Nrxn1,neurexin I,17,,positive regulation of excitatory postsynaptic potential,,,IMP,,J:153748 
MGI:1096391,Nrxn1,neurexin I,17,,positive regulation of neuromuscular synaptic transmission,,,NAS,,J:320287 
MGI:1096391,Nrxn1,neurexin I,17,,"positive regulation of synaptic transmission, GABAergic",,,NAS,,J:319984 
MGI:1096391,Nrxn1,neurexin I,17,,"positive regulation of synaptic transmission, glutamatergic",,,IDA,,J:175147 
MGI:1096391,Nrxn1,neurexin I,17,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:153748 
MGI:1096391,Nrxn1,neurexin I,17,,"positive regulation of synaptic transmission, glutamatergic",,,NAS,,J:319984 
MGI:1096391,Nrxn1,neurexin I,17,,"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",happens in UBERON:0001950,,IDA,,J:224592 
MGI:1096391,Nrxn1,neurexin I,17,,"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",happens in UBERON:0001950,,IMP,,J:224592 
MGI:1096362,Nrxn2,neurexin II,19,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in cerebral cortex",,IDA,,J:242453 
MGI:1096362,Nrxn2,neurexin II,19,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in cerebral cortex",,IMP,,J:242453 
MGI:1096389,Nrxn3,neurexin III,12,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in main olfactory bulb",,IDA,,J:224471 
MGI:1096389,Nrxn3,neurexin III,12,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in main olfactory bulb",,IMP,,J:224471 
MGI:109149,Nsg1,neuron specific gene family member 1,5,,regulation of long-term synaptic potentiation,,,ISO,RGD:2222 ,J:155856 
MGI:1861755,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor,2,,regulation of neuronal synaptic plasticity,,,ISO,RGD:619819 ,J:155856 
MGI:97380,Ntf3,neurotrophin 3,6,,modulation of chemical synaptic transmission,,,IBA,PTN000173497 ,J:265628 
MGI:97380,Ntf3,neurotrophin 3,6,,modulation of chemical synaptic transmission,,,ISO,RGD:619728 ,J:155856 
MGI:97381,Ntf5,neurotrophin 5,7,,modulation of chemical synaptic transmission,,,IBA,PTN000173497 ,J:265628 
MGI:1934028,Ntng1,netrin G1,3,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:218200 
MGI:1934028,Ntng1,netrin G1,3,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:218200 
MGI:2159341,Ntng2,netrin G2,2,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:218200 
MGI:2159341,Ntng2,netrin G2,2,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:218200 
MGI:97383,Ntrk1,"neurotrophic tyrosine kinase, receptor, type 1",3,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:620144 ,J:155856 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,long-term synaptic potentiation,,,IMP,,J:130626 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:3213 ,J:155856 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,regulation of neurotransmitter secretion,,,ISO,RGD:3213 ,J:155856 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,"trans-synaptic signaling by BDNF, modulating synaptic transmission",happens in corpus striatum,,IDA,,J:224118 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,"trans-synaptic signaling by BDNF, modulating synaptic transmission",happens in corpus striatum,,IMP,,J:224118 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,"trans-synaptic signaling by neuropeptide, modulating synaptic transmission",,,IBA,PTN002814914 ,J:265628 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,"trans-synaptic signaling by neuropeptide, modulating synaptic transmission","happens in excitatory synapse,happens in corpus striatum",,IMP,,J:224118 
MGI:2151070,Ophn1,oligophrenin 1,X,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN008539673 ,J:265628 
MGI:2151070,Ophn1,oligophrenin 1,X,,"regulation of synaptic transmission, glutamatergic",,,IMP,,J:152583 
MGI:97441,Oprm1,"opioid receptor, mu 1",10,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation",,EXP,,J:326512 
MGI:97441,Oprm1,"opioid receptor, mu 1",10,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation",,IDA,,J:326512 
MGI:97441,Oprm1,"opioid receptor, mu 1",10,,presynaptic modulation of chemical synaptic transmission,"happens in GABA-ergic synapse,happens in hippocampal formation",,IMP,,J:326512 
MGI:97453,Oxt,oxytocin,2,,positive regulation of synaptic transmission,,,ISO,RGD:3238 ,J:155856 
MGI:109147,Oxtr,oxytocin receptor,6,,"positive regulation of synaptic transmission, GABAergic",,,ISO,RGD:3239 ,J:155856 
MGI:109147,Oxtr,oxytocin receptor,6,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:3239 ,J:155856 
MGI:1098235,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1",11,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:3240 ,J:155856 
MGI:2665170,P2rx2,"purinergic receptor P2X, ligand-gated ion channel, 2",5,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:620251 ,J:155856 
MGI:1097160,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3",2,,modulation of chemical synaptic transmission,"happens in hippocampal mossy fiber to CA3 synapse,happens in Schaffer collateral - CA1 synapse",,IDA,,J:119952 
MGI:1097160,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3",2,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in hippocampal mossy fiber to CA3 synapse",,IMP,,J:119952 
MGI:1097160,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3",2,,regulation of synaptic plasticity,,,IMP,MGI:1934019 ,J:119952 
MGI:1339957,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",5,,regulation of presynaptic dense core granule exocytosis,,,ISO,RGD:3241 ,J:155856 
MGI:105049,P2ry1,"purinergic receptor P2Y, G-protein coupled 1",3,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:3242 ,J:155856 
MGI:105107,P2ry2,"purinergic receptor P2Y, G-protein coupled 2",7,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:62088 ,J:155856 
MGI:1926594,P2ry4,"pyrimidinergic receptor P2Y, G-protein coupled, 4",X,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:61798 ,J:155856 
MGI:1345153,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,15,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum",,IDA,,J:200757 
MGI:1345153,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,15,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum",,IMP,,J:200757 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:326508 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:326508 
MGI:1915119,Paip2,polyadenylate-binding protein-interacting protein 2,18,,regulation of long-term synaptic potentiation,regulates long-term synaptic potentiation,,IMP,,J:197896 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,regulation of long-term synaptic potentiation,,,IGI,MGI:97306 ,J:219424 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission","happens in GABA-ergic synapse,happens in hippocampal formation",,EXP,,J:234293 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission","happens in GABA-ergic synapse,happens in hippocampal formation",,IDA,,J:234293 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission","happens in GABA-ergic synapse,happens in hippocampal formation",,IEP,,J:234293 
MGI:1339975,Pak1,p21 (RAC1) activated kinase 1,7,,"regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission","happens in GABA-ergic synapse,happens in hippocampal formation",,IMP,,J:234293 
MGI:1930790,Pate4,prostate and testis expressed 4,9,,modulation of chemical synaptic transmission,,,IDA,,J:138601 
MGI:3839961,Pate6,prostate and testis expressed 6,9,,modulation of chemical synaptic transmission,,,IDA,,J:138601 
MGI:1306800,Pcdh8,protocadherin 8,14,,modulation of chemical synaptic transmission,,,ISO,RGD:69350 ,J:155856 
MGI:2684924,Pcdh17,protocadherin 17,14,,negative regulation of synaptic transmission,,,IMP,,J:201552 
MGI:1349390,Pclo,piccolo (presynaptic cytomatrix protein),5,,modulation of excitatory postsynaptic potential,,,ISO,RGD:69406 ,J:155856 
MGI:99558,Pde4a,"phosphodiesterase 4A, cAMP specific",9,,modulation of chemical synaptic transmission,,,ISO,RGD:3279 ,J:155856 
MGI:1277179,Pde9a,phosphodiesterase 9A,17,,positive regulation of long-term synaptic potentiation,,,ISO,RGD:621035 ,J:155856 
MGI:104629,Penk,preproenkephalin,4,,regulation of long-term synaptic depression,,,IDA,,J:322689 
MGI:97549,Pfn1,profilin 1,11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:231072 
MGI:97549,Pfn1,profilin 1,11,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:231072 
MGI:97550,Pfn2,profilin 2,3,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:231072 
MGI:97550,Pfn2,profilin 2,3,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:231072 
MGI:97550,Pfn2,profilin 2,3,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in corpus striatum",,IDA,,J:122603 
MGI:97550,Pfn2,profilin 2,3,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in corpus striatum",,IMP,,J:122603 
MGI:97550,Pfn2,profilin 2,3,,regulation of synaptic vesicle exocytosis,,,IMP,MGI:3715145 ,J:122603 
MGI:2140712,Phf24,PHD finger protein 24,4,,"regulation of synaptic transmission, GABAergic",,,IMP,MGI:5706936 ,J:218052 
MGI:894645,Pick1,protein interacting with C kinase 1,15,,long-term synaptic depression,,,ISO,RGD:69437 ,J:155856 
MGI:1916193,Pink1,PTEN induced putative kinase 1,4,,"positive regulation of synaptic transmission, dopaminergic",,,IMP,MGI:3716083 ,J:122728 
MGI:894311,Pirb,paired Ig-like receptor B,7,,positive regulation of long-term synaptic depression,"happens at the same time as cerebral cortex development,happens in visual cortex,happens at the same time as UBERON:0034919",,IGI,P05067 P49768 ,J:201126 
MGI:894311,Pirb,paired Ig-like receptor B,7,,regulation of long-term synaptic potentiation,happens in hippocampal formation,,IGI,CPX-1134 ,J:201126 
MGI:1859152,Pla2g6,"phospholipase A2, group VI",15,,"negative regulation of synaptic transmission, glutamatergic",,,ISO,RGD:628867 ,J:155856 
MGI:97610,Plat,"plasminogen activator, tissue",8,,"trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:105428 
MGI:97610,Plat,"plasminogen activator, tissue",8,,"trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:105428 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,EXP,,J:103748 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,IDA,,J:103748 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebral cortex",,IMP,,J:103748 
MGI:107464,Plcb4,"phospholipase C, beta 4",2,,modulation of chemical synaptic transmission,"happens in parallel fiber to Purkinje cell synapse,happens in glutamatergic synapse,happens in cerebellum",,IDA,,J:72939 
MGI:107464,Plcb4,"phospholipase C, beta 4",2,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum,happens in parallel fiber to Purkinje cell synapse",,IMP,,J:72939 
MGI:97615,Plcg1,"phospholipase C, gamma 1",2,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:263481 
MGI:97615,Plcg1,"phospholipase C, gamma 1",2,,modulation of chemical synaptic transmission,"happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:263481 
MGI:3036262,Plcl1,phospholipase C-like 1,1,,"regulation of synaptic transmission, GABAergic",happens in hippocampal neuron,,IGI,MGI:1352756 ,J:116460 
MGI:3036262,Plcl1,phospholipase C-like 1,1,,"regulation of synaptic transmission, GABAergic",,,IMP,MGI:3526123 ,J:92956 
MGI:1352756,Plcl2,phospholipase C-like 2,17,,"regulation of synaptic transmission, GABAergic",happens in hippocampal neuron,,IGI,MGI:3036262 ,J:116460 
MGI:97620,Plg,plasminogen,17,,"trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in Schaffer collateral - CA1 synapse,happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:105428 
MGI:97620,Plg,plasminogen,17,,"trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IEP,,J:105428 
MGI:97620,Plg,plasminogen,17,,"trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IMP,,J:105428 
MGI:1099790,Plk2,polo like kinase 2,13,,long-term synaptic depression,,,ISO,RGD:620760 ,J:155856 
MGI:1099790,Plk2,polo like kinase 2,13,,long-term synaptic potentiation,,,ISO,RGD:620760 ,J:155856 
MGI:1099790,Plk2,polo like kinase 2,13,,negative regulation of excitatory postsynaptic potential,,,ISO,RGD:620760 ,J:155856 
MGI:1099790,Plk2,polo like kinase 2,13,,regulation of synaptic plasticity,,,IBA,PTN008613833 ,J:265628 
MGI:1099790,Plk2,polo like kinase 2,13,,regulation of synaptic plasticity,,,IMP,,J:174739 
MGI:1099790,Plk2,polo like kinase 2,13,,regulation of synaptic plasticity,,,ISO,RGD:620760 ,J:155856 
MGI:106530,Plppr4,phospholipid phosphatase related 4,3,,modulation of chemical synaptic transmission,,,IMP,,J:229600 
MGI:106530,Plppr4,phospholipid phosphatase related 4,3,,"regulation of synaptic transmission, glutamatergic",,,IMP,,J:157318 
MGI:97629,Pmch,pro-melanin-concentrating hormone,10,,"negative regulation of synaptic transmission, dopaminergic",,,ISO,RGD:3358 ,J:155856 
MGI:97629,Pmch,pro-melanin-concentrating hormone,10,,regulation of neuronal synaptic plasticity,,,ISO,RGD:3358 ,J:155856 
MGI:1930773,Pnkd,paroxysmal nonkinesiogenic dyskinesia,1,,negative regulation of neurotransmitter secretion,,,IGI,MGI:2152971 ,J:220316 
MGI:1930773,Pnkd,paroxysmal nonkinesiogenic dyskinesia,1,,negative regulation of neurotransmitter secretion,,,IGI,MGI:2152972 ,J:220316 
MGI:1930773,Pnkd,paroxysmal nonkinesiogenic dyskinesia,1,,negative regulation of neurotransmitter secretion,,,ISO,Q8N490 ,J:164563 
MGI:1930773,Pnkd,paroxysmal nonkinesiogenic dyskinesia,1,,"regulation of synaptic transmission, dopaminergic","regulates synaptic transmission, dopaminergic",,IMP,MGI:5006973 ,J:192798 
MGI:2443834,Ppfia2,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2",10,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:1305021 ,J:155856 
MGI:1924037,Ppfia3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",7,,regulation of short-term neuronal synaptic plasticity,,,ISO,RGD:620054 ,J:155856 
MGI:2442401,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",6,,modulation of chemical synaptic transmission,happens in corpus striatum,,IDA,,J:110264 
MGI:2442401,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",6,,modulation of chemical synaptic transmission,happens in corpus striatum,,IMP,,J:110264 
MGI:2442401,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",6,,negative regulation of long-term synaptic potentiation,,,ISO,RGD:632280 ,J:155856 
MGI:2442401,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",6,,negative regulation of spontaneous neurotransmitter secretion,,,ISO,RGD:632280 ,J:155856 
MGI:2442401,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",6,,positive regulation of long-term synaptic depression,,,ISO,RGD:632280 ,J:155856 
MGI:107164,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",3,,modulation of chemical synaptic transmission,,,IMP,,J:54583 
MGI:107164,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",3,,modulation of chemical synaptic transmission,,,IMP,,J:96807 
MGI:107164,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",3,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:130656 
MGI:107164,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",3,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IMP,,J:130656 
MGI:107172,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)",11,,postsynaptic modulation of chemical synaptic transmission,happens in parallel fiber to Purkinje cell synapse,,IDA,,J:166629 
